Submission.Date,UF,Cidade,Dano,Violência,Tipificação,Vítima,Gênero da vítima 1,Gênero da vítima 2,Gênero da vítima 3,Escolaridade da vítima 3,Escolaridade da vítima 2,Escolaridade da vítima 1,Escolaridade do agressor 3,Escolaridade do agressor 2,Escolaridade do agressor 1,Data da denúncia,Orientação sexual da vítima 1,Orientação sexual da vítima 2,Orientação sexual da vítima 3,Idade da vítima 1,Idade da vítima 2,Idade da vítima 3,Raça/cor da vítima 1,Raça/cor da vítima 2,Raça/cor da vítima 3,Religião da vítima 1,Religião da vítima 2,Religião da vítima 3,Agressor 1,Gênero do agressor 1,Gênero do agressor 2,Gênero do agressor 3,Orientação sexual do agressor 1,Orientação sexual do agressor 2,Orientação sexual do agressor 3,Idade do agressor 1,Idade do agressor 2,Idade do agressor 3,Raça/cor do agressor 1,Raça/cor do agressor 2,Raça/cor do agressor 3,Religião do agressor 1,Religião do agressor 2,Religião do agressor 3,Encaminhamentos,Resumo,Observações
17-03-2022,MATO GROSSO,ALTO GARCAS,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-01-2020,HETEROSSEXUAL,,,32,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,HETEROSSEXUAL,,,16,,,PARDA,,,,,,,,HOSPITAL
17-03-2022,MATO GROSSO,COLNIZA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-01-2020,NI,,,5,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,58,,,BRANCO,,,,,,,,PROPRIEDADE RURAL
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-01-2020,NI,,,62,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,SAO JOSE DO RIO CLARO,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-01-2020,HETEROSSEXUAL,,,39,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,18,,,BRANCO,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-01-2020,NI,,,32,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,45,,,NI,,,,,,,,EM TAXI
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-02-2020,NI,,,31,,,PARDA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,HOTEL
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-02-2020,NI,,,26,,,PARDA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,HOTEL
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-02-2020,HETEROSSEXUAL,,,36,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,30,,,PARDA,,,,,,,,RESTAURANTE
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-02-2020,HETEROSSEXUAL,,,38,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,65,,,PARDA,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,RONDONOPOLIS,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-02-2020,NI,,,19,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,35,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,RONDONOPOLIS,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-02-2020,NI,,,7,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,35,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,RONDONOPOLIS,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-02-2020,NI,,,12,,,BRANCO,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,35,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,SINOP,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-02-2020,NI,,,44,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,19,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-02-2020,NI,,,52,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,51,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-02-2020,HETEROSSEXUAL,,,45,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,HETEROSSEXUAL,,,35,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,VARZEA GRANDE,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-02-2020,HETEROSSEXUAL,,,45,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,HETEROSSEXUAL,,,33,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-03-2020,HETEROSSEXUAL,,,20,,,BRANCO,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,CASA COMERCIAL
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2020,NI,,,72,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,28,,,PARDA,,,,,,,,HOSPITAL
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2020,HOMOSSEXUAL,,,28,,,PRETA,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,POSTO DE GASOLINA
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2020,NI,,,66,,,BRANCO,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,56,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-03-2020,NI,,,59,,,PRETA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,56,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2020,NI,,,42,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,56,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2020,NI,,,66,,,BRANCO,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,25,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-03-2020,NI,,,59,,,PRETA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,25,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2020,NI,,,42,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,25,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2020,NI,,,49,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,28,,,PARDA,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,NOVA MUTUM,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2020,NI,,,24,,,BRANCO,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,18,,,PRETA,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,NOVA MUTUM,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-03-2020,NI,,,31,,,PARDA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,18,,,PRETA,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,NOVA MUTUM,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2020,NI,,,24,,,BRANCO,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,18,,,NI,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,NOVA MUTUM,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-03-2020,NI,,,31,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,18,,,NI,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,NOVA MUTUM,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-03-2020,NI,,,24,,,BRANCO,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,20,,,PARDA,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,NOVA MUTUM,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-03-2020,NI,,,31,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,20,,,PARDA,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,RONDONOPOLIS,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-03-2020,NI,,,14,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,14,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-04-2020,NI,,,19,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,NA,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-04-2020,NI,,,19,,,NI,,,,,,Individual ou até 3 pessoas,NAO IDENTIFICADO,,,NI,,,NA,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,SINOP,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-04-2020,NI,,,23,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,33,,,BRANCO,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,SINOP,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-04-2020,NI,,,25,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,33,,,BRANCO,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,SINOP,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-04-2020,NI,,,21,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,33,,,BRANCO,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,SINOP,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-04-2020,NI,,,25,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,33,,,BRANCO,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,TAPURAH,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-04-2020,NI,,,35,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,50,,,NI,,,,,,,,OUTRO
17-03-2022,MATO GROSSO,CLAUDIA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-05-2020,NI,,,24,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,20,,,NI,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,JACIARA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-05-2020,HOMOSSEXUAL,,,26,,,BRANCO,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,56,,,BRANCO,,,,,,,,BAR
17-03-2022,MATO GROSSO,TANGARA DA SERRA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-05-2020,NI,,,25,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,48,,,PARDA,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,TANGARA DA SERRA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-05-2020,NI,,,35,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,48,,,PARDA,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,TANGARA DA SERRA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-05-2020,NI,,,20,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,48,,,PARDA,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,APIACAS,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,MASCULINO,,,,,,,,,00-06-2020,NI,,,10,,,PRETA,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,NA,,,PARDA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,DENISE,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-06-2020,NI,,,29,,,NI,,,,,,Individual ou até 3 pessoas,FEMININO,,,NI,,,42,,,NI,,,,,,,,VIA PÚBLICA
17-03-2022,MATO GROSSO,COCALINHO,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-07-2020,NI,,,26,,,NI,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,41,,,PARDA,,,,,,,,BAR
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-07-2020,NI,,,14,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,36,,,PRETA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-07-2020,NI,,,17,,,PARDA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,36,,,PRETA,,,,,,,,RESIDÊNCIA PARTICULAR
17-03-2022,MATO GROSSO,CUIABA,,,PRATICAR INDUZIR OU INCITAR A DISCRIMINAÇÃO OU PRECONCEITO DE RAÇA COR ETNIA RELIGIÃO OU PROCEDÊNCIA NACIONAL,Individual ou até 3 pessoas,FEMININO,,,,,,,,,00-07-2020,NI,,,39,,,PRETA,,,,,,Individual ou até 3 pessoas,MASCULINO,,,NI,,,36,,,PRETA,,,,,,,,RESIDÊNCIA PARTICULAR
